FACILITY,DATE,Load Number,CARRIER,CONTAINER ID,DESTINATION CITY,DESTINATION STATE,DD DATE,DD TIME,BILL DATE,BILL TIME,ZDLT LATE CODE,ON TIME? (Y/N),SPLIT? (Y/N),FRESH PRIORITY STO? (Y/N),NOTES/COMMENTS,DETAILED NOTES/COMMENTS,Reminder_x,Escalated?,Date,Shipper,Carrier,Workflow,Alert,Response Time,Raw Response,Goal,Updated data points on FK,Reminder_y,Escalated
Crete DC,3rd Nov,4303705713.0,HIRS,50005,North East,MD,4/11/2024,5:30,2/11/2024,19:48,,Y,N,Y,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete DC,3rd Nov,4303705697.0,HIRS,h20687,Tar Heel,NC,4/11/2024,6:30,1/11/2024,20:48,,Y,N,Y,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete DC,3rd Nov,4303705888.0,HIRS,20902,North East,MD,4/11/2024,6:30,2/11/2024,22:48,,Y,N,Y,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete DC,3rd Nov,4303711957.0,HLBO,579717,Le Mars,IA,5/11/2024,19:00,2/11/2024,8:31,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,5000262440.0,JOFD,7999,Greenfield,IN,2/11/2024,19:30,2/11/2024,19:30,,Y,N,Y,Email sent and no response processed,,,,2024-11-03,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete DC,3rd Nov,5000262262.0,JOFD,7774,Greenfield,IN,10/31/2024,16:30,10/31/2024,16:30,,Y,N,Y,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete DC,3rd Nov,4303702141.0,JOFD,7851,Lincoln,NE,4/11/2024,4:30,1/11/2024,21:37,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303694707.0,MOEE,3049,SIOUX CITY,IA,4/11/2024,1:30,2/11/2024,1:39,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303700266.0,MOEE,363,Lincoln,NE,4/11/2024,4:30,1/11/2024,12:30,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303700268.0,MOEE,370,Lincoln,NE,5/11/2024,4:30,2/11/2024,0:57,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303706546.0,PRIJ,220419,ALSIP,IL,4/11/2024,1:30,,0:00,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303698078.0,PRIJ,247038,MOORE,OK,4/11/2024,6:30,1/11/2024,20:40,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303697649.0,PRIJ,201503,Cudahy,WI,5/11/2024,9:00,1/11/2024,23:36,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete DC,3rd Nov,4303697755.0,PRIJ,215160,Cudahy,WI,6/11/2024,11:00,2/11/2024,19:31,,Y,N,N,Email sent and no response processed,,,,2024-11-06,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Crete DC,3rd Nov,5000262424.0,PTGB,1172,Olathe,KS,2/11/2024,20:01,2/11/2024,20:01,,Y,N,Y,Email sent and no response processed,,,,2024-11-03,smithfield-foods,Potter Transport Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete DC,3rd Nov,4303702559.0,PTGB,1148,Omaha,NE,4/11/2024,8:30,10/31/2024,20:48,,Y,N,N,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Potter Transport Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Crete,Nov-04,5000262349.0,AKHT,53484,Greenfield,IN,1/11/2024,22:47,1/11/2024,22:47,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Armour Eckrich Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,Nov-04,4303704773.0,AKHT,5321002,BURGAW,NC,3/11/2024,14:30,10/31/2024,20:11,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303702220.0,AKHT,53556,Wichita,KS,4/11/2024,0:00,1/11/2024,10:23,,Y,N,N,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Armour Eckrich Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,Nov-04,4303697587.0,AKHT,5324625,Cudahy,WI,4/11/2024,10:00,10/31/2024,9:00,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303702306.0,AKHT,5321022,Wichita,KS,5/11/2024,0:00,1/11/2024,15:08,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303705698.0,AKHT,5324618,Tar Heel,NC,5/11/2024,2:30,2/11/2024,8:32,,Y,N,Y,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303705444.0,AKHT,53478,Tar Heel,NC,5/11/2024,3:30,2/11/2024,8:34,,Y,N,Y,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,5000262341.0,BTDQ,259,Olathe,KS,1/11/2024,12:39,1/11/2024,12:39,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Buhr's Trucking,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,Nov-04,5000262439.0,BTDQ,266,Olathe,KS,2/11/2024,19:30,2/11/2024,19:30,,Y,N,Y,Email sent and no response processed,,,,2024-11-03,smithfield-foods,Buhr's Trucking,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete,Nov-04,4303702558.0,FRFT,317,Omaha,NE,4/11/2024,0:30,1/11/2024,10:44,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303702466.0,FRFT,1018,Junction City,KS,5/11/2024,2:00,2/11/2024,19:25,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303706593.0,FRFT,1118,Junction City,KS,5/11/2024,2:00,2/11/2024,19:34,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,5000262347.0,FRFT,918,Olathe,KS,1/11/2024,18:32,1/11/2024,18:32,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Friend Freightways Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete,Nov-04,5000262069.0,HIRP,30040,Olathe,KS,10/30/2024,11:51,10/30/2024,11:51,,Y,N,Y,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,Nov-04,5000262351.0,HIRP,91674,Greenfield,IN,1/11/2024,13:26,1/11/2024,13:26,,Y,N,Y,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete,Nov-04,4303706434.0,HIRS,91787,SAN ANTONIO,TX,3/11/2024,17:30,2/11/2024,0:13,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303705889.0,HIRS,30574,Tar Heel,NC,4/11/2024,4:30,1/11/2024,17:30,,Y,N,Y,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303705713.0,HIRS,50005,North East,MD,4/11/2024,5:30,2/11/2024,19:48,,Y,N,Y,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,Nov-04,4303705697.0,HIRS,h20687,Tar Heel,NC,4/11/2024,6:30,1/11/2024,20:48,,Y,N,Y,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,Nov-04,4303705888.0,HIRS,20902,North East,MD,4/11/2024,6:30,2/11/2024,22:48,,Y,N,Y,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,Nov-04,4303711957.0,HLBO,579717,Le Mars,IA,5/11/2024,19:00,2/11/2024,8:31,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,5000262440.0,JOFD,7999,Greenfield,IN,2/11/2024,19:30,2/11/2024,19:30,,Y,N,Y,Email sent and no response processed,,,,2024-11-03,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete,Nov-04,5000262262.0,JOFD,7774,Greenfield,IN,10/31/2024,16:30,10/31/2024,16:30,,Y,N,Y,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete,Nov-04,4303702141.0,JOFD,7851,Lincoln,NE,4/11/2024,4:30,1/11/2024,21:37,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303694707.0,MOEE,3049,SIOUX CITY,IA,4/11/2024,1:30,2/11/2024,1:39,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303700266.0,MOEE,363,Lincoln,NE,4/11/2024,4:30,1/11/2024,12:30,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303700268.0,MOEE,370,Lincoln,NE,5/11/2024,4:30,2/11/2024,0:57,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303706546.0,PRIJ,220419,ALSIP,IL,4/11/2024,1:30,,0:00,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303698078.0,PRIJ,247038,MOORE,OK,4/11/2024,6:30,1/11/2024,20:40,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303697649.0,PRIJ,201503,Cudahy,WI,5/11/2024,9:00,1/11/2024,23:36,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Crete,Nov-04,4303697755.0,PRIJ,215160,Cudahy,WI,6/11/2024,11:00,2/11/2024,19:31,,Y,N,N,Email sent and no response processed,,,,2024-11-06,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Crete,Nov-04,5000262424.0,PTGB,1172,Olathe,KS,2/11/2024,20:01,2/11/2024,20:01,,Y,N,Y,Email sent and no response processed,,,,2024-11-03,smithfield-foods,Potter Transport Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,Nov-04,4303702559.0,PTGB,1148,Omaha,NE,4/11/2024,8:30,10/31/2024,20:48,,Y,N,N,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Potter Transport Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Clinton,Nov-04,4303707393.0,SHGR,52307,Greenfield,IN,1/11/2024,10:30,10/30/2024,23:06,,Y,N,N,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Schuster Co.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,Nov-04,4303706031.0,CPU,6203,MURPHY,TX,1/11/2024,20:00,2/11/2024,0:06,102.0,N,N,N,Email not sent,,,,,,,,,,,,,,
Clinton,Nov-04,4303706708.0,HIRP,6712,Cudahy,WI,2/11/2024,18:30,2/11/2024,22:06,102.0,N,N,N,Email not sent,,,,,,,,,,,,,,
Clinton,Nov-04,4303706787.0,STVV,16179,ALEXANDRIA,KY,3/11/2024,10:00,3/11/2024,14:25,603.0,N,N,N,Email not sent,,,,,,,,,,,,,,
Clinton,Nov-04,4303646194.0,HIRP,6289,WEST CHICAGO,IL,3/11/2024,15:30,3/11/2024,15:01,,Y,N,N,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Clinton,Nov-04,4303702462.0,TAMI,106020,Springfield,MA,3/11/2024,15:30,3/11/2024,13:29,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Clinton,Nov-04,4303701965.0,AKHT,S5321008,Lincoln,NE,3/11/2024,16:00,1/11/2024,5:23,,Y,N,N,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Armour Eckrich Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,Nov-04,4303702403.0,HIRS,H20876,Cudahy,WI,3/11/2024,17:30,3/11/2024,15:57,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Clinton,Nov-04,4303701823.0,AKHT,LPC,Kansas City,MO,3/11/2024,20:00,2/11/2024,20:38,,Y,N,N,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Armour Eckrich Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,Nov-04,4303702505.0,ENGD,27425,Arnold,PA,4/11/2024,5:30,3/11/2024,15:49,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Clinton,Nov-04,4303686644.0,CPU,6242,MURPHY,TX,4/11/2024,10:11,3/11/2024,14:28,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Clinton,Nov-04,4303709423.0,PRIJ,241693,Greenfield,IN,4/11/2024,10:30,2/11/2024,0:34,,Y,N,N,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,Nov-04,4303697741.0,AKHT,STOR-25823,Peru,IN,4/11/2024,14:30,1/11/2024,21:28,,Y,N,N,Email sent and no response processed,,,,2024-11-06,smithfield-foods,Armour Eckrich Transportation,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Clinton,Nov-04,4303668083.0,JJBF,26126,TRENTON,NJ,5/11/2024,5:00,2/11/2024,6:50,,Y,N,N,Email sent and no response processed,,,,2024-11-06,smithfield-foods,John J. Jerue Truck Broker Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Clinton,Nov-04,4303697675.0,HIRP,H30825,Cudahy,WI,5/11/2024,19:30,2/11/2024,10:58,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Clinton,Nov-04,4303709695.0,PRIJ,240215,AMARILLO,TX,6/11/2024,8:00,2/11/2024,18:57,,Y,N,N,Email not sent,,,,,,,,,,,,,,
Denison,Nov-04,5000262238.0,JOFD,8097,Des Moines,IA,10/31/2024,11:22,10/31/2024,11:22,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Denison,Nov-04,5000262328.0,MOEE,365,Des Moines,IA,1/11/2024,11:38,1/11/2024,11:38,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Moeller Trucking Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,Nov-04,5000260912.0,HEYL,24022,Des Moines,IA,1/11/2024,14:30,1/11/2024,14:30,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Heyl Truck Lines,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,Nov-04,5000262354.0,BITD,16T16,Des Moines,IA,1/11/2024,15:39,1/11/2024,15:39,,,,,Email not sent,,,,,,,,,,,,,,
Denison,Nov-04,5000262356.0,PTGB,1180,Des Moines,IA,1/11/2024,16:09,1/11/2024,16:09,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Potter Transport Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Denison,Nov-04,4303706111.0,HIRS,20821,COMMERCE,CA,2/11/2024,16:30,1/11/2024,15:55,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,Nov-04,4303704670.0,HIRS,211,TRACY,CA,3/11/2024,0:30,1/11/2024,23:09,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,Nov-04,4303701883.0,NTWD,5577,Peru,IN,3/11/2024,4:30,1/11/2024,0:26,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,"Nationwide Transportation, Inc. (NTWD)",ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,Nov-04,4303707715.0,AKHT,S5322288,Olathe,KS,3/11/2024,17:00,2/11/2024,19:21,,,,,Email not sent,,,,,,,,,,,,,,
Denison,Nov-04,4303706040.0,HIRP,40233,Greenfield,IN,4/11/2024,1:00,1/11/2024,17:12,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,Nov-04,4303706546.0,PRIJ,220419,ALSIP,IL,4/11/2024,1:30,,,,,,,Email not sent,,,,,,,,,,,,,,
Denison,Nov-04,4303706039.0,HIRP,31037,North East,MD,4/11/2024,2:00,2/11/2024,17:34,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,Nov-04,4303684479.0,RDXO,531702,DES MOINES,IA,4/11/2024,5:00,1/11/2024,13:41,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,Nov-04,4303707563.0,HIRP,7528,Greenfield,IN,4/11/2024,7:00,2/11/2024,16:39,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,Nov-04,4303707709.0,HIRP,20268,Greenfield,IN,4/11/2024,8:00,2/11/2024,10:36,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,Nov-04,4303684586.0,JOFD,7894,DES MOINES,IA,4/11/2024,10:00,1/11/2024,15:44,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Denison,Nov-04,4303702570.0,HIRP,20602,Cudahy,WI,4/11/2024,14:30,1/11/2024,19:23,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,Nov-04,4303710447.0,STVV,15570 dmmxcbo#MonPrd,EL PASO,TX,3/11/2024,1:30,,,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,Nov-04,4303697627.0,AKHT,S5322125,Tar Heel,NC,3/11/2024,6:30,1/11/2024,5:59,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,Nov-04,4303705224.0,HIRS,H30301,TEMPLE,TX,3/11/2024,10:00,1/11/2024,2:14,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,Nov-04,4303697525.0,HIRS,PHN,North East,MD,3/11/2024,10:30,,,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,Nov-04,4303705980.0,HIRP,6731,Greenfield,IN,3/11/2024,12:30,1/11/2024,13:12,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,Nov-04,4303710737.0,STVV,19290,Wilson,NC,3/11/2024,13:00,2/11/2024,16:50,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Stevens Transport,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,Nov-04,4303710951.0,HIRS,20152,Wilson,NC,3/11/2024,13:00,1/11/2024,16:57,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,Nov-04,4303705352.0,JOFD,8072,Greenfield,IN,3/11/2024,15:30,1/11/2024,5:41,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,Nov-04,4303700451.0,WWIK,5036,Lincoln,NE,4/11/2024,0:00,2/11/2024,19:19,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,WINDWALKER TRANSPORTATION INC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,Nov-04,4303703657.0,JOFD,7605,Carroll,IA,4/11/2024,1:00,2/11/2024,14:57,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,Nov-04,4303712024.0,LSNC,960 11-4/0705,Orange City,IA,4/11/2024,3:30,2/11/2024,17:28,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Larsen Logistics,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,Nov-04,4303705477.0,RDXO,531517,Olathe,KS,4/11/2024,5:00,1/11/2024,15:57,,,,,Email sent and no response processed,,,,2024-11-05,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,Nov-04,4303706149.0,RDXO,R531281,Olathe,KS,4/11/2024,5:00,1/11/2024,10:15,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,Nov-04,4303707747.0,WWIK,5115,Olathe,KS,4/11/2024,6:00,1/11/2024,22:26,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,WINDWALKER TRANSPORTATION INC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,Nov-04,4303672977.0,SFHM,346 Polar,MONTGOMERY,IL,4/11/2024,6:30,2/11/2024,15:08,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,ST Freight LLC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux Falls,Nov-04,4303597371.0,BTIK,1693,CHICAGO,IL,4/11/2024,7:30,2/11/2024,17:24,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Bennett Trucking,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,Nov-04,4303702192.0,KNJT,82139,Cudahy,WI,4/11/2024,8:00,2/11/2024,19:43,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,Nov-04,4303697236.0,JOFD,8029,Greenfield,IN,4/11/2024,8:30,1/11/2024,13:43,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,Nov-04,4303697756.0,JOFD,8061,Wichita,KS,4/11/2024,9:00,3/11/2024,1:14,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
